You are using the default legacy behaviour of the <class 'transformers.models.t5.tokenization_t5.T5Tokenizer'>. This is expected, and simply means that the `legacy` (previous) behavior will be used so nothing changes for you. If you want to use the new behaviour, set `legacy=False`. This should only be set if you understand what it means, and thoroughly read the reason why this was added as explained in https://github.com/huggingface/transformers/pull/24565
'(ReadTimeoutError("HTTPSConnectionPool(host='cas-bridge.xethub.hf.co', port=443): Read timed out. (read timeout=10)"), '(Request ID: c762e52d-e384-4ff8-aa02-e8086bdd326c)')' thrown while requesting GET https://cas-bridge.xethub.hf.co/xet-bridge-us/621ffdc036468d709f174355/518de69842653c117d5f1bceeb6a0dc7aba3d2198aee52a05524128a2b7843e7?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20251225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20251225T112332Z&X-Amz-Expires=3600&X-Amz-Signature=7e662bab7ca1868abda75cfa35890b1bb5f928bcb73ec3fb38bc19910f863925&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=62171e3b6a99db28e0b3159d&response-content-disposition=inline%3B+filename*%3DUTF-8%27%27model.safetensors%3B+filename%3D%22model.safetensors%22%3B&x-id=GetObject&Expires=1766665412&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc2NjY2NTQxMn19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82MjFmZmRjMDM2NDY4ZDcwOWYxNzQzNTUvNTE4ZGU2OTg0MjY1M2MxMTdkNWYxYmNlZWI2YTBkYzdhYmEzZDIxOThhZWU1MmEwNTUyNDEyOGEyYjc4NDNlNyoifV19&Signature=cWS7aRn-7oipuBKvHV1Jn6Ee65afqTZ-cRiuzObADauKv-FwLi%7EiJVcnDaaQInNK-M2ZmX0vGeGVKhiEfre0mWLBV8egR0wQHnTi58JdaZVGyN-U%7EZpYU7fE4DjxlUq8%7EIJbLlMFVbkgHJS5UKe9mhETOYaDE%7EAuv4QAm2CHg8GTJetjxQ8MW4gkOFE1XXRxYxDR8KDF5S-e-P80imgP8%7EAcmCZcA2w%7ECttPeoSPzEhoiYeoBEfxPZ%7EUIpLyyDBOmnPMuICg64dTR419DGYL9xv1fC7k0lNt3NCd8MW1XmcCLeZ4fba%7EXzp9xRUVpyLwirNJ54QAN7-KfaTuRrs96Q__&Key-Pair-Id=K2L8F4GPSG1IFC
Retrying in 1s [Retry 1/5].
Initializing t5-3b on cuda...
Running full-parameter fine-tuning.
Loading data from data/raw/train_100k.jsonl...
Loaded 100000 samples.
Loading data from data/raw/valid.jsonl...
Loaded 500 samples.

Start Training: 100k | Effective Batch Size: 8 | AMP: bf16
/usr/local/lib/python3.10/dist-packages/apex/_autocast_utils.py:26: FutureWarning: `torch.cuda.amp.autocast_mode._cast(value, dtype)` is deprecated. Please use `torch.amp.autocast_mode._cast(value, 'cuda', dtype)` instead.
  return torch.cuda.amp.autocast_mode._cast(args, torch.get_autocast_gpu_dtype())
/usr/local/lib/python3.10/dist-packages/apex/normalization/fused_layer_norm.py:214: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast(enabled=False):
Epoch 0 | Batch 0/12500 | Loss: 3.5461
Epoch 0 | Batch 50/12500 | Loss: 3.4082
Epoch 0 | Batch 100/12500 | Loss: 3.1836
Epoch 0 | Batch 150/12500 | Loss: 3.4132
Epoch 0 | Batch 200/12500 | Loss: 2.8920
Epoch 0 | Batch 250/12500 | Loss: 3.1749
Epoch 0 | Batch 300/12500 | Loss: 3.0613
Epoch 0 | Batch 350/12500 | Loss: 3.3109
Epoch 0 | Batch 400/12500 | Loss: 3.3887
Epoch 0 | Batch 450/12500 | Loss: 3.1768
Epoch 0 | Batch 500/12500 | Loss: 3.0696
Epoch 0 | Batch 550/12500 | Loss: 2.9708
Epoch 0 | Batch 600/12500 | Loss: 3.1714
Epoch 0 | Batch 650/12500 | Loss: 2.9621
Epoch 0 | Batch 700/12500 | Loss: 3.4035
Epoch 0 | Batch 750/12500 | Loss: 3.3333
Epoch 0 | Batch 800/12500 | Loss: 2.9560
Epoch 0 | Batch 850/12500 | Loss: 2.9744
Epoch 0 | Batch 900/12500 | Loss: 3.2986
Epoch 0 | Batch 950/12500 | Loss: 3.1826
Epoch 0 | Batch 1000/12500 | Loss: 3.1061
Epoch 0 | Batch 1050/12500 | Loss: 2.7991
Epoch 0 | Batch 1100/12500 | Loss: 3.0326
Epoch 0 | Batch 1150/12500 | Loss: 2.9964
Epoch 0 | Batch 1200/12500 | Loss: 2.9185
Epoch 0 | Batch 1250/12500 | Loss: 3.1359
Epoch 0 | Batch 1300/12500 | Loss: 3.0364
Epoch 0 | Batch 1350/12500 | Loss: 2.9698
Epoch 0 | Batch 1400/12500 | Loss: 3.1978
Epoch 0 | Batch 1450/12500 | Loss: 3.1351
Epoch 0 | Batch 1500/12500 | Loss: 2.8694
Epoch 0 | Batch 1550/12500 | Loss: 3.1070
Epoch 0 | Batch 1600/12500 | Loss: 2.9989
Epoch 0 | Batch 1650/12500 | Loss: 3.2875
Epoch 0 | Batch 1700/12500 | Loss: 3.1368
Epoch 0 | Batch 1750/12500 | Loss: 3.1217
Epoch 0 | Batch 1800/12500 | Loss: 3.2088
Epoch 0 | Batch 1850/12500 | Loss: 2.9359
Epoch 0 | Batch 1900/12500 | Loss: 2.8839
Epoch 0 | Batch 1950/12500 | Loss: 2.9343
Epoch 0 | Batch 2000/12500 | Loss: 3.0781
Epoch 0 | Batch 2050/12500 | Loss: 2.7228
Epoch 0 | Batch 2100/12500 | Loss: 3.0822
Epoch 0 | Batch 2150/12500 | Loss: 2.8232
Epoch 0 | Batch 2200/12500 | Loss: 3.3852
Epoch 0 | Batch 2250/12500 | Loss: 3.2234
Epoch 0 | Batch 2300/12500 | Loss: 3.2942
Epoch 0 | Batch 2350/12500 | Loss: 3.3963
Epoch 0 | Batch 2400/12500 | Loss: 3.1183
Epoch 0 | Batch 2450/12500 | Loss: 3.0015
Epoch 0 | Batch 2500/12500 | Loss: 3.1201
Epoch 0 | Batch 2550/12500 | Loss: 2.8868
Epoch 0 | Batch 2600/12500 | Loss: 3.0176
Epoch 0 | Batch 2650/12500 | Loss: 2.7529
Epoch 0 | Batch 2700/12500 | Loss: 3.0012
Epoch 0 | Batch 2750/12500 | Loss: 2.6650
Epoch 0 | Batch 2800/12500 | Loss: 3.1742
Epoch 0 | Batch 2850/12500 | Loss: 2.9567
Epoch 0 | Batch 2900/12500 | Loss: 3.0188
Epoch 0 | Batch 2950/12500 | Loss: 2.8820
Epoch 0 | Batch 3000/12500 | Loss: 3.3364
Epoch 0 | Batch 3050/12500 | Loss: 2.7893
Epoch 0 | Batch 3100/12500 | Loss: 2.9405
Epoch 0 | Batch 3150/12500 | Loss: 3.3175
Epoch 0 | Batch 3200/12500 | Loss: 3.0266
Epoch 0 | Batch 3250/12500 | Loss: 3.0946
Epoch 0 | Batch 3300/12500 | Loss: 3.1618
Epoch 0 | Batch 3350/12500 | Loss: 3.1500
Epoch 0 | Batch 3400/12500 | Loss: 2.9609
Epoch 0 | Batch 3450/12500 | Loss: 3.1808
Epoch 0 | Batch 3500/12500 | Loss: 2.8610
Epoch 0 | Batch 3550/12500 | Loss: 2.9363
Epoch 0 | Batch 3600/12500 | Loss: 3.2651
Epoch 0 | Batch 3650/12500 | Loss: 2.9237
Epoch 0 | Batch 3700/12500 | Loss: 2.8070
Epoch 0 | Batch 3750/12500 | Loss: 3.1004
Epoch 0 | Batch 3800/12500 | Loss: 3.2428
Epoch 0 | Batch 3850/12500 | Loss: 2.9142
Epoch 0 | Batch 3900/12500 | Loss: 3.1822
Epoch 0 | Batch 3950/12500 | Loss: 3.1895
Epoch 0 | Batch 4000/12500 | Loss: 3.0501
Epoch 0 | Batch 4050/12500 | Loss: 2.8195
Epoch 0 | Batch 4100/12500 | Loss: 3.2103
Epoch 0 | Batch 4150/12500 | Loss: 2.9604
Epoch 0 | Batch 4200/12500 | Loss: 2.9873
Epoch 0 | Batch 4250/12500 | Loss: 3.2766
